CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment,Frequency_capped
13207,15,2,250.26000000000002,4,2,1,421,Steady Buyers,2
13208,59,5,1193.17,2,4,3,243,Steady Buyers,5
13213,57,5,1520.58,2,4,3,243,Steady Buyers,5
13217,122,3,533.98,2,3,2,232,Steady Buyers,3
13220,78,4,819.2900000000001,2,3,3,233,Steady Buyers,4
13224,60,2,2152.95,2,2,4,224,Steady Buyers,2
13233,74,2,605.12,2,2,2,222,Steady Buyers,2
13240,96,4,648.7,2,3,2,232,Steady Buyers,4
13242,112,3,270.40000000000003,2,3,1,231,Steady Buyers,3
13245,51,1,430.5,3,1,2,312,Steady Buyers,1
13248,125,2,465.68,2,2,2,222,Steady Buyers,2
13249,92,3,711.41,2,3,3,233,Steady Buyers,3
13255,9,2,399.51,4,2,2,422,Steady Buyers,2
13265,53,5,2092.66,2,4,4,244,Steady Buyers,5
13271,37,1,211.49,3,1,1,311,Steady Buyers,1
13272,31,2,276.56,3,2,1,321,Steady Buyers,2
13276,64,2,590.93,2,2,2,222,Steady Buyers,2
13278,41,1,542.73,3,1,2,312,Steady Buyers,1
13280,122,3,798.46,2,3,3,233,Steady Buyers,3
13283,60,2,93.66,2,2,1,221,Steady Buyers,2
13292,39,2,578.94,3,2,2,322,Steady Buyers,2
13298,1,1,360.0,4,1,2,412,Steady Buyers,1
13301,104,4,600.1899999999999,2,3,2,232,Steady Buyers,4
13311,4,2,598.5699999999999,4,2,2,422,Steady Buyers,2
13317,66,6,2273.68,2,4,4,244,Steady Buyers,6
13320,78,4,1532.2,2,3,3,233,Steady Buyers,4
13321,72,2,567.36,2,2,2,222,Steady Buyers,2
13322,17,1,199.48000000000002,4,1,1,411,Steady Buyers,1
13330,93,3,1140.93,2,3,3,233,Steady Buyers,3
13332,14,1,350.9,4,1,2,412,Steady Buyers,1
13334,82,3,3502.32,2,3,4,234,Steady Buyers,3
13344,68,3,2511.69,2,3,4,234,Steady Buyers,3
13349,11,1,197.32,4,1,1,411,Steady Buyers,1
13366,50,1,56.16,3,1,1,311,Steady Buyers,1
13373,61,3,3312.25,2,3,4,234,Steady Buyers,3
13376,99,3,869.76,2,3,3,233,Steady Buyers,3
13388,131,2,677.1,2,2,3,223,Steady Buyers,2
13397,73,5,1544.13,2,4,3,243,Steady Buyers,5
13402,127,2,621.23,2,2,2,222,Steady Buyers,2
13403,18,1,75.0,4,1,1,411,Steady Buyers,1
13404,1,2,252.49,4,2,1,421,Steady Buyers,2
13414,134,3,1390.5,2,3,3,233,Steady Buyers,3
13417,5,2,640.83,4,2,2,422,Steady Buyers,2
13425,108,3,1609.21,2,3,3,233,Steady Buyers,3
13428,10,1,201.78,4,1,1,411,Steady Buyers,1
13431,67,2,1269.1,2,2,3,223,Steady Buyers,2
13434,74,2,534.24,2,2,2,222,Steady Buyers,2
13436,2,1,196.89,4,1,1,411,Steady Buyers,1
13449,24,1,291.88,3,1,1,311,Steady Buyers,1
13460,29,2,183.44,3,2,1,321,Steady Buyers,2
13470,99,2,165.0,2,2,1,221,Steady Buyers,2
13473,61,2,422.64,2,2,2,222,Steady Buyers,2
13486,78,3,1122.41,2,3,3,233,Steady Buyers,3
13487,58,3,575.4,2,3,2,232,Steady Buyers,3
13489,105,4,449.52,2,3,2,232,Steady Buyers,4
13491,52,10,1215.82,2,4,3,243,Steady Buyers,10
13492,136,3,1269.84,2,3,3,233,Steady Buyers,3
13496,11,2,653.33,4,2,2,422,Steady Buyers,2
13505,73,4,3633.63,2,3,4,234,Steady Buyers,4
13515,73,4,891.12,2,3,3,233,Steady Buyers,4
13517,60,3,2128.42,2,3,4,234,Steady Buyers,3
13520,59,6,2984.35,2,4,4,244,Steady Buyers,6
13522,30,1,125.8,3,1,1,311,Steady Buyers,1
13525,15,2,628.78,4,2,2,422,Steady Buyers,2
13529,79,2,307.76,2,2,2,222,Steady Buyers,2
13532,34,1,210.31,3,1,1,311,Steady Buyers,1
13539,86,3,631.34,2,3,2,232,Steady Buyers,3
13544,40,2,276.06,3,2,1,321,Steady Buyers,2
13548,96,2,678.16,2,2,3,223,Steady Buyers,2
13552,66,12,3740.07,2,4,4,244,Steady Buyers,12
13555,74,4,4098.88,2,3,4,234,Steady Buyers,4
13557,28,2,584.06,3,2,2,322,Steady Buyers,2
13560,7,1,171.42000000000002,4,1,1,411,Steady Buyers,1
13562,82,3,1799.3300000000002,2,3,4,234,Steady Buyers,3
13563,84,2,777.53,2,2,3,223,Steady Buyers,2
13565,19,2,240.22,3,2,1,321,Steady Buyers,2
13569,17,2,337.12,4,2,2,422,Steady Buyers,2
13573,50,2,290.25,3,2,1,321,Steady Buyers,2
13579,15,2,467.04,4,2,2,422,Steady Buyers,2
13589,15,2,379.65,4,2,2,422,Steady Buyers,2
13591,65,3,1117.13,2,3,3,233,Steady Buyers,3
13593,108,5,2011.88,2,4,4,244,Steady Buyers,5
13598,47,1,160.04,3,1,1,311,Steady Buyers,1
13603,26,1,164.34,3,1,1,311,Steady Buyers,1
13611,89,3,1154.4,2,3,3,233,Steady Buyers,3
13627,59,5,1638.47,2,4,4,244,Steady Buyers,5
13631,100,11,3070.42,2,4,4,244,Steady Buyers,11
13637,52,3,803.05,2,3,3,233,Steady Buyers,3
13638,16,1,122.64,4,1,1,411,Steady Buyers,1
13651,40,1,79.2,3,1,1,311,Steady Buyers,1
13655,114,2,932.97,2,2,3,223,Steady Buyers,2
13657,11,2,367.14,4,2,2,422,Steady Buyers,2
13662,86,3,881.26,2,3,3,233,Steady Buyers,3
13666,60,3,84.65,2,3,1,231,Steady Buyers,3
13669,51,2,218.55,3,2,1,321,Steady Buyers,2
13673,19,2,387.44,3,2,2,322,Steady Buyers,2
13697,39,1,151.3,3,1,1,311,Steady Buyers,1
13710,32,1,180.48,3,1,1,311,Steady Buyers,1
13720,117,4,784.9,2,3,3,233,Steady Buyers,4
13721,36,1,524.14,3,1,2,312,Steady Buyers,1
13722,132,3,2375.41,2,3,4,234,Steady Buyers,3
13727,29,2,333.48,3,2,2,322,Steady Buyers,2
13730,136,2,752.6,2,2,3,223,Steady Buyers,2
13732,28,1,491.86,3,1,2,312,Steady Buyers,1
13739,18,1,216.9,4,1,1,411,Steady Buyers,1
13741,72,3,668.43,2,3,3,233,Steady Buyers,3
13744,95,2,1080.52,2,2,3,223,Steady Buyers,2
13748,96,5,948.25,2,4,3,243,Steady Buyers,5
13750,54,5,1647.26,2,4,4,244,Steady Buyers,5
13752,124,6,1145.38,2,4,3,243,Steady Buyers,6
13759,33,2,659.41,3,2,2,322,Steady Buyers,2
13760,54,2,286.79,2,2,1,221,Steady Buyers,2
13764,71,3,1516.42,2,3,3,233,Steady Buyers,3
13771,64,4,2634.45,2,3,4,234,Steady Buyers,4
13780,7,2,360.01,4,2,2,422,Steady Buyers,2
13787,76,2,309.04,2,2,2,222,Steady Buyers,2
13790,4,1,348.8,4,1,2,412,Steady Buyers,1
13791,128,2,1516.0,2,2,3,223,Steady Buyers,2
13792,66,2,195.55,2,2,1,221,Steady Buyers,2
13799,117,2,688.86,2,2,3,223,Steady Buyers,2
13802,139,3,4599.42,2,3,4,234,Steady Buyers,3
13805,52,2,924.5999999999999,2,2,3,223,Steady Buyers,2
13814,92,2,1579.12,2,2,3,223,Steady Buyers,2
13816,24,2,499.67,3,2,2,322,Steady Buyers,2
13817,29,2,328.98,3,2,2,322,Steady Buyers,2
13822,6,2,632.0,4,2,2,422,Steady Buyers,2
13827,58,3,409.8,2,3,2,232,Steady Buyers,3
13828,22,1,209.49,3,1,1,311,Steady Buyers,1
13832,19,1,52.2,3,1,1,311,Steady Buyers,1
13842,59,9,3385.62,2,4,4,244,Steady Buyers,9
13844,11,1,361.62,4,1,2,412,Steady Buyers,1
13848,92,3,1255.0,2,3,3,233,Steady Buyers,3
13849,52,2,1537.95,2,2,3,223,Steady Buyers,2
13851,96,3,2651.46,2,3,4,234,Steady Buyers,3
13865,58,4,501.56,2,3,2,232,Steady Buyers,4
13869,123,4,3083.65,2,3,4,234,Steady Buyers,4
13873,120,3,389.6,2,3,2,232,Steady Buyers,3
13875,54,5,1786.79,2,4,4,244,Steady Buyers,5
13888,120,2,595.67,2,2,2,222,Steady Buyers,2
13897,50,1,311.16,3,1,2,312,Steady Buyers,1
13899,16,2,388.52,4,2,2,422,Steady Buyers,2
13901,72,5,2867.2,2,4,4,244,Steady Buyers,5
13904,37,2,332.64,3,2,2,322,Steady Buyers,2
13908,80,4,2319.55,2,3,4,234,Steady Buyers,4
13911,57,9,2580.91,2,4,4,244,Steady Buyers,9
13914,12,2,626.45,4,2,2,422,Steady Buyers,2
13917,50,2,272.04,3,2,1,321,Steady Buyers,2
13919,59,2,348.81,2,2,2,222,Steady Buyers,2
13925,93,4,678.25,2,3,3,233,Steady Buyers,4
13926,23,1,223.85,3,1,1,311,Steady Buyers,1
13930,58,2,337.34,2,2,2,222,Steady Buyers,2
13931,96,2,1237.53,2,2,3,223,Steady Buyers,2
13933,109,2,608.79,2,2,2,222,Steady Buyers,2
13938,35,1,71.66,3,1,1,311,Steady Buyers,1
13946,79,3,561.57,2,3,2,232,Steady Buyers,3
13954,2,2,439.92,4,2,2,422,Steady Buyers,2
13959,79,3,594.04,2,3,2,232,Steady Buyers,3
13960,21,2,230.22,3,2,1,321,Steady Buyers,2
13962,22,2,169.54999999999998,3,2,1,321,Steady Buyers,2
13972,71,2,190.25,2,2,1,221,Steady Buyers,2
13974,49,1,413.59,3,1,2,312,Steady Buyers,1
13978,15,2,196.79,4,2,1,421,Steady Buyers,2
13986,17,1,320.46,4,1,2,412,Steady Buyers,1
13989,66,2,1266.08,2,2,3,223,Steady Buyers,2
13992,30,1,76.8,3,1,1,311,Steady Buyers,1
14002,134,2,529.73,2,2,2,222,Steady Buyers,2
14006,116,3,962.19,2,3,3,233,Steady Buyers,3
14013,110,3,473.02,2,3,2,232,Steady Buyers,3
14020,17,2,642.8,4,2,2,422,Steady Buyers,2
14023,7,2,584.0699999999999,4,2,2,422,Steady Buyers,2
14024,122,2,327.7,2,2,2,222,Steady Buyers,2
14029,63,2,467.66,2,2,2,222,Steady Buyers,2
14038,78,3,1560.38,2,3,3,233,Steady Buyers,3
14039,33,1,152.2,3,1,1,311,Steady Buyers,1
14045,109,4,1659.75,2,3,4,234,Steady Buyers,4
14052,20,1,225.36,3,1,1,311,Steady Buyers,1
14053,124,2,260.25,2,2,1,221,Steady Buyers,2
14067,64,2,374.7,2,2,2,222,Steady Buyers,2
14073,32,1,151.04,3,1,1,311,Steady Buyers,1
14078,102,6,1049.3700000000001,2,4,3,243,Steady Buyers,6
14080,33,1,45.599999999999994,3,1,1,311,Steady Buyers,1
14087,3,1,191.47,4,1,1,411,Steady Buyers,1
14093,12,1,433.86,4,1,2,412,Steady Buyers,1
14098,37,1,147.35,3,1,1,311,Steady Buyers,1
14101,74,6,5976.79,2,4,4,244,Steady Buyers,6
14107,52,7,2703.23,2,4,4,244,Steady Buyers,7
14108,31,2,597.91,3,2,2,322,Steady Buyers,2
14127,123,3,709.71,2,3,3,233,Steady Buyers,3
14128,61,2,637.5,2,2,2,222,Steady Buyers,2
14133,130,3,605.64,2,3,2,232,Steady Buyers,3
14139,46,1,415.82,3,1,2,312,Steady Buyers,1
14147,78,2,483.4,2,2,2,222,Steady Buyers,2
14150,36,2,658.64,3,2,2,322,Steady Buyers,2
14152,75,2,621.29,2,2,2,222,Steady Buyers,2
14157,20,2,424.89,3,2,2,322,Steady Buyers,2
14158,40,1,507.65999999999997,3,1,2,312,Steady Buyers,1
14163,87,4,2445.91,2,3,4,234,Steady Buyers,4
14164,71,2,1631.77,2,2,4,224,Steady Buyers,2
14174,33,1,134.46,3,1,1,311,Steady Buyers,1
14175,60,3,3222.3,2,3,4,234,Steady Buyers,3
14177,86,4,549.46,2,3,2,232,Steady Buyers,4
14193,68,2,853.39,2,2,3,223,Steady Buyers,2
14201,60,7,747.4399999999999,2,4,3,243,Steady Buyers,7
14204,2,1,150.61,4,1,1,411,Steady Buyers,1
14205,17,2,466.7,4,2,2,422,Steady Buyers,2
14210,106,6,1905.84,2,4,4,244,Steady Buyers,6
14211,53,9,2241.1,2,4,4,244,Steady Buyers,9
14218,43,1,169.48,3,1,1,311,Steady Buyers,1
14219,4,1,89.94,4,1,1,411,Steady Buyers,1
14223,92,3,991.13,2,3,3,233,Steady Buyers,3
14224,110,4,1009.73,2,3,3,233,Steady Buyers,4
14229,52,3,1547.2,2,3,3,233,Steady Buyers,3
14235,75,5,3144.86,2,4,4,244,Steady Buyers,5
14236,81,2,490.86,2,2,2,222,Steady Buyers,2
14246,111,3,1474.06,2,3,3,233,Steady Buyers,3
14257,64,5,3099.72,2,4,4,244,Steady Buyers,5
14265,109,2,530.18,2,2,2,222,Steady Buyers,2
14272,74,2,437.96,2,2,2,222,Steady Buyers,2
14276,99,3,1119.74,2,3,3,233,Steady Buyers,3
14284,31,2,595.25,3,2,2,322,Steady Buyers,2
14295,40,1,166.2,3,1,1,311,Steady Buyers,1
14300,19,1,43.2,3,1,1,311,Steady Buyers,1
14305,71,3,1843.96,2,3,4,234,Steady Buyers,3
14307,89,6,2995.72,2,4,4,244,Steady Buyers,6
14323,115,2,605.06,2,2,2,222,Steady Buyers,2
14331,124,2,462.65999999999997,2,2,2,222,Steady Buyers,2
14335,16,2,454.86,4,2,2,422,Steady Buyers,2
14344,127,8,889.9300000000001,2,4,3,243,Steady Buyers,8
14345,39,1,108.98,3,1,1,311,Steady Buyers,1
14346,121,2,1021.58,2,2,3,223,Steady Buyers,2
14349,10,1,133.5,4,1,1,411,Steady Buyers,1
14354,6,2,163.62,4,2,1,421,Steady Buyers,2
14356,80,2,701.23,2,2,3,223,Steady Buyers,2
14357,43,1,225.12,3,1,1,311,Steady Buyers,1
14362,22,1,151.5,3,1,1,311,Steady Buyers,1
14364,109,8,3717.35,2,4,4,244,Steady Buyers,8
14379,44,2,348.1,3,2,2,322,Steady Buyers,2
14382,26,1,615.49,3,1,2,312,Steady Buyers,1
14389,65,2,1043.46,2,2,3,223,Steady Buyers,2
14396,65,2,487.99,2,2,2,222,Steady Buyers,2
14403,130,4,1475.81,2,3,3,233,Steady Buyers,4
14407,107,5,2142.73,2,4,4,244,Steady Buyers,5
14409,71,6,2059.45,2,4,4,244,Steady Buyers,6
14410,92,9,1099.27,2,4,3,243,Steady Buyers,9
14414,92,7,1496.98,2,4,3,243,Steady Buyers,7
14416,22,2,490.22,3,2,2,322,Steady Buyers,2
14421,57,2,813.11,2,2,3,223,Steady Buyers,2
14424,18,1,322.08,4,1,2,412,Steady Buyers,1
14427,50,2,363.34000000000003,3,2,2,322,Steady Buyers,2
14443,54,4,1420.2,2,3,3,233,Steady Buyers,4
14448,9,2,375.35,4,2,2,422,Steady Buyers,2
14451,60,2,643.9,2,2,2,222,Steady Buyers,2
14452,11,2,259.05,4,2,1,421,Steady Buyers,2
14460,110,3,434.34,2,3,2,232,Steady Buyers,3
14462,66,11,1975.57,2,4,4,244,Steady Buyers,11
14463,98,3,514.62,2,3,2,232,Steady Buyers,3
14470,12,2,461.19,4,2,2,422,Steady Buyers,2
14472,104,8,1852.67,2,4,4,244,Steady Buyers,8
14473,74,2,234.34,2,2,1,221,Steady Buyers,2
14474,46,1,547.66,3,1,2,312,Steady Buyers,1
14475,72,3,925.85,2,3,3,233,Steady Buyers,3
14480,11,1,279.05,4,1,1,411,Steady Buyers,1
14484,50,1,321.92,3,1,2,312,Steady Buyers,1
14485,39,1,162.8,3,1,1,311,Steady Buyers,1
14494,26,1,139.56,3,1,1,311,Steady Buyers,1
14495,51,2,123.80000000000001,3,2,1,321,Steady Buyers,2
14500,88,3,356.85,2,3,2,232,Steady Buyers,3
14508,22,2,268.05,3,2,1,321,Steady Buyers,2
14513,101,3,455.59000000000003,2,3,2,232,Steady Buyers,3
14514,61,3,990.2,2,3,3,233,Steady Buyers,3
14517,33,2,330.45,3,2,2,322,Steady Buyers,2
14520,2,2,270.6,4,2,1,421,Steady Buyers,2
14528,37,1,364.21999999999997,3,1,2,312,Steady Buyers,1
14529,60,3,578.61,2,3,2,232,Steady Buyers,3
14535,60,3,2854.84,2,3,4,234,Steady Buyers,3
14538,65,2,388.25,2,2,2,222,Steady Buyers,2
14539,16,2,537.48,4,2,2,422,Steady Buyers,2
14541,59,8,1453.35,2,4,3,243,Steady Buyers,8
14551,18,2,186.23,4,2,1,421,Steady Buyers,2
14555,57,2,312.54,2,2,2,222,Steady Buyers,2
14561,76,3,1080.76,2,3,3,233,Steady Buyers,3
14565,96,4,2949.12,2,3,4,234,Steady Buyers,4
14567,57,2,1530.36,2,2,3,223,Steady Buyers,2
14569,1,1,227.39,4,1,1,411,Steady Buyers,1
14578,3,1,168.63,4,1,1,411,Steady Buyers,1
14581,17,1,138.6,4,1,1,411,Steady Buyers,1
14582,41,1,114.10999999999999,3,1,1,311,Steady Buyers,1
14585,50,1,157.05,3,1,1,311,Steady Buyers,1
14594,7,2,363.33,4,2,2,422,Steady Buyers,2
