CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment,Frequency_capped
12642,25,3,905.26,3,3,3,333,High-Value Customers,3
12645,34,4,1631.18,3,3,4,334,High-Value Customers,4
12646,5,2,1346.97,4,2,3,423,High-Value Customers,2
12647,22,12,3146.82,3,4,4,344,High-Value Customers,12
12656,17,5,3619.17,4,3,4,434,High-Value Customers,5
12657,11,4,1427.18,4,3,3,433,High-Value Customers,4
12668,12,4,3177.15,4,3,4,434,High-Value Customers,4
12670,10,5,2744.05,4,3,4,434,High-Value Customers,5
12674,39,4,1844.6,3,3,4,334,High-Value Customers,4
12676,25,6,1091.3899999999999,3,4,3,343,High-Value Customers,6
12678,42,9,16331.46,3,4,4,344,High-Value Customers,9
12680,1,4,790.81,4,3,3,433,High-Value Customers,4
12685,28,6,2575.08,3,4,4,344,High-Value Customers,6
12689,26,2,1139.61,3,2,3,323,High-Value Customers,2
12691,28,5,927.8,3,3,3,333,High-Value Customers,5
12697,29,3,757.59,3,3,3,333,High-Value Customers,3
12700,8,4,4525.99,4,3,4,434,High-Value Customers,4
12708,30,10,2442.91,3,4,4,344,High-Value Customers,10
12712,29,13,3928.13,3,4,4,344,High-Value Customers,13
12713,1,1,794.55,4,1,3,413,High-Value Customers,1
12714,9,5,4294.86,4,3,4,434,High-Value Customers,5
12716,4,2,963.49,4,2,3,423,High-Value Customers,2
12721,32,6,2386.13,3,4,4,344,High-Value Customers,6
12723,4,5,707.07,4,3,3,433,High-Value Customers,5
12724,5,4,923.41,4,3,3,433,High-Value Customers,4
12726,28,7,2411.1,3,4,4,344,High-Value Customers,7
12731,24,12,18751.91,3,4,4,344,High-Value Customers,12
12749,4,5,4040.88,4,3,4,434,High-Value Customers,5
12753,23,6,21429.39,3,4,4,344,High-Value Customers,6
12762,8,2,1702.52,4,2,4,424,High-Value Customers,2
12775,17,5,1281.04,4,4,3,443,High-Value Customers,5
12778,20,6,693.23,3,4,3,343,High-Value Customers,6
12779,38,8,3981.36,3,4,4,344,High-Value Customers,8
12783,2,4,1295.87,4,3,3,433,High-Value Customers,4
12798,10,3,6977.04,4,3,4,434,High-Value Customers,3
12820,3,4,942.34,4,3,3,433,High-Value Customers,4
12826,3,7,1474.72,4,4,3,443,High-Value Customers,7
12828,3,6,1018.7099999999999,4,4,3,443,High-Value Customers,6
12830,38,6,6814.64,3,4,4,344,High-Value Customers,6
12838,34,2,671.95,3,2,3,323,High-Value Customers,2
12847,22,1,843.64,3,1,3,313,High-Value Customers,1
12849,31,2,992.65,3,2,3,323,High-Value Customers,2
12865,26,2,1568.23,3,2,3,323,High-Value Customers,2
12867,26,7,4009.34,3,4,4,344,High-Value Customers,7
12877,4,12,1535.77,4,4,3,443,High-Value Customers,12
12882,9,2,1463.04,4,2,3,423,High-Value Customers,2
12883,25,4,703.47,3,3,3,333,High-Value Customers,4
12909,40,5,2163.82,3,4,4,344,High-Value Customers,5
12910,23,8,3075.04,3,4,4,344,High-Value Customers,8
12919,8,6,1335.19,4,4,3,443,High-Value Customers,6
12925,5,2,679.05,4,2,3,423,High-Value Customers,2
12928,35,5,2062.7,3,4,4,344,High-Value Customers,5
12931,22,15,41518.96,3,4,4,344,High-Value Customers,15
12936,17,4,1063.9,4,3,3,433,High-Value Customers,4
12937,15,4,1504.27,4,3,3,433,High-Value Customers,4
12949,31,8,4167.22,3,4,4,344,High-Value Customers,8
12950,2,3,1843.0,4,3,4,434,High-Value Customers,3
12951,9,6,1064.07,4,4,3,443,High-Value Customers,6
12952,6,4,1387.79,4,3,3,433,High-Value Customers,4
12985,1,2,1239.38,4,2,3,423,High-Value Customers,2
12994,4,3,974.42,4,3,3,433,High-Value Customers,3
12997,22,4,1226.8899999999999,3,3,3,333,High-Value Customers,4
13026,1,5,975.36,4,4,3,443,High-Value Customers,5
13028,23,2,661.3199999999999,3,2,3,323,High-Value Customers,2
13029,31,3,1247.5,3,3,3,333,High-Value Customers,3
13030,11,2,752.4399999999999,4,2,3,423,High-Value Customers,2
13040,9,2,676.99,4,2,3,423,High-Value Customers,2
13048,14,4,1819.41,4,3,4,434,High-Value Customers,4
13064,13,4,1105.59,4,3,3,433,High-Value Customers,4
13077,1,4,728.02,4,3,3,433,High-Value Customers,4
13094,21,12,1927.32,3,4,4,344,High-Value Customers,12
13097,33,10,6003.22,3,4,4,344,High-Value Customers,10
13104,3,6,1098.48,4,4,3,443,High-Value Customers,6
13107,44,4,1531.6200000000001,3,3,3,333,High-Value Customers,4
13110,31,7,1488.67,3,4,3,343,High-Value Customers,7
13115,12,4,2294.78,4,3,4,434,High-Value Customers,4
13117,22,8,984.91,3,4,3,343,High-Value Customers,8
13118,20,5,1197.81,3,4,3,343,High-Value Customers,5
13131,23,3,1073.3,3,3,3,333,High-Value Customers,3
13138,22,6,962.39,3,4,3,343,High-Value Customers,6
13147,10,4,712.8,4,3,3,433,High-Value Customers,4
13148,29,12,3683.2599999999998,3,4,4,344,High-Value Customers,12
13149,14,4,1676.06,4,3,4,434,High-Value Customers,4
13155,33,4,971.76,3,3,3,333,High-Value Customers,4
13157,49,4,1741.22,3,3,4,334,High-Value Customers,4
13159,9,4,1429.35,4,3,3,433,High-Value Customers,4
13165,46,2,1021.48,3,2,3,323,High-Value Customers,2
13167,19,4,779.33,3,3,3,333,High-Value Customers,4
13168,36,4,1299.59,3,3,3,333,High-Value Customers,4
13174,16,3,2738.82,4,3,4,434,High-Value Customers,3
13178,26,11,5725.47,3,4,4,344,High-Value Customers,11
13186,40,3,1575.89,3,3,3,333,High-Value Customers,3
13196,11,4,1797.78,4,3,4,434,High-Value Customers,4
13200,19,4,870.09,3,3,3,333,High-Value Customers,4
13203,10,4,869.46,4,3,3,433,High-Value Customers,4
13209,30,8,5891.61,3,4,4,344,High-Value Customers,8
13211,10,3,1095.42,4,3,3,433,High-Value Customers,3
13212,20,3,786.83,3,3,3,333,High-Value Customers,3
13232,13,7,1327.75,4,4,3,443,High-Value Customers,7
13236,25,2,744.85,3,2,3,323,High-Value Customers,2
13238,17,4,700.73,4,3,3,433,High-Value Customers,4
13258,12,3,672.83,4,3,3,433,High-Value Customers,3
13282,18,3,1132.1399999999999,4,3,3,433,High-Value Customers,3
13285,23,4,2709.12,3,3,4,334,High-Value Customers,4
13297,8,4,2089.85,4,3,4,434,High-Value Customers,4
13308,23,3,1385.51,3,3,3,333,High-Value Customers,3
13309,7,5,1456.79,4,4,3,443,High-Value Customers,5
13310,28,3,1132.03,3,3,3,333,High-Value Customers,3
13313,22,5,1555.32,3,4,3,343,High-Value Customers,5
13314,2,3,775.9399999999999,4,3,3,433,High-Value Customers,3
13316,37,4,5732.93,3,3,4,334,High-Value Customers,4
13323,3,5,787.85,4,4,3,443,High-Value Customers,5
13324,36,10,7121.95,3,4,4,344,High-Value Customers,10
13327,39,8,3627.77,3,4,4,344,High-Value Customers,8
13329,32,2,789.0,3,2,3,323,High-Value Customers,2
13340,45,7,10736.48,3,4,4,344,High-Value Customers,7
13350,16,2,879.12,4,2,3,423,High-Value Customers,2
13362,9,4,3090.74,4,3,4,434,High-Value Customers,4
13363,18,2,892.5,4,2,3,423,High-Value Customers,2
13365,34,2,2225.37,3,2,4,324,High-Value Customers,2
13381,32,6,3639.31,3,4,4,344,High-Value Customers,6
13384,31,7,4151.93,3,4,4,344,High-Value Customers,7
13389,11,3,782.96,4,3,3,433,High-Value Customers,3
13396,29,2,1360.99,3,2,3,323,High-Value Customers,2
13410,24,5,1003.06,3,4,3,343,High-Value Customers,5
13416,44,2,712.5,3,2,3,323,High-Value Customers,2
13421,40,2,1823.21,3,2,4,324,High-Value Customers,2
13429,11,4,1006.8,4,3,3,433,High-Value Customers,4
13430,19,2,679.45,3,2,3,323,High-Value Customers,2
13447,23,3,1129.1399999999999,3,3,3,333,High-Value Customers,3
13450,27,6,2043.72,3,4,4,344,High-Value Customers,6
13451,26,5,2898.26,3,4,4,344,High-Value Customers,5
13455,25,2,1058.34,3,2,3,323,High-Value Customers,2
13461,39,3,1445.0,3,3,3,333,High-Value Customers,3
13467,11,2,1071.91,4,2,3,423,High-Value Customers,2
13471,1,4,2501.84,4,3,4,434,High-Value Customers,4
13477,38,6,1454.58,3,4,3,343,High-Value Customers,6
13481,46,5,1804.56,3,4,4,344,High-Value Customers,5
13499,18,5,1159.11,4,4,3,443,High-Value Customers,5
13500,23,3,1166.77,3,3,3,333,High-Value Customers,3
13507,3,4,2479.16,4,3,4,434,High-Value Customers,4
13509,9,6,964.72,4,4,3,443,High-Value Customers,6
13510,1,4,1791.56,4,3,4,434,High-Value Customers,4
13516,21,3,1374.41,3,3,3,333,High-Value Customers,3
13521,1,3,1070.47,4,3,3,433,High-Value Customers,3
13523,33,5,3964.88,3,4,4,344,High-Value Customers,5
13527,34,7,2242.36,3,4,4,344,High-Value Customers,7
13538,43,7,1280.85,3,4,3,343,High-Value Customers,7
13549,26,7,918.2,3,4,3,343,High-Value Customers,7
13566,41,2,856.84,3,2,3,323,High-Value Customers,2
13575,23,5,732.07,3,4,3,343,High-Value Customers,5
13577,25,4,1687.6000000000001,3,3,4,334,High-Value Customers,4
13596,6,2,664.11,4,2,3,423,High-Value Customers,2
13601,45,2,693.32,3,2,3,323,High-Value Customers,2
13607,40,1,675.51,3,1,3,313,High-Value Customers,1
13610,12,7,1082.33,4,4,3,443,High-Value Customers,7
13614,24,4,1585.46,3,3,3,333,High-Value Customers,4
13623,31,5,727.74,3,4,3,343,High-Value Customers,5
13629,23,11,7792.36,3,4,4,344,High-Value Customers,11
13632,25,5,2118.93,3,4,4,344,High-Value Customers,5
13634,33,5,1547.36,3,4,3,343,High-Value Customers,5
13636,37,5,949.12,3,4,3,343,High-Value Customers,5
13644,16,4,2624.26,4,3,4,434,High-Value Customers,4
13647,10,4,1648.1200000000001,4,3,4,434,High-Value Customers,4
13652,46,3,1095.08,3,3,3,333,High-Value Customers,3
13654,43,6,2707.33,3,4,4,344,High-Value Customers,6
13680,1,4,3719.12,4,3,4,434,High-Value Customers,4
13681,18,4,827.83,4,3,3,433,High-Value Customers,4
13692,25,3,1488.32,3,3,3,333,High-Value Customers,3
13695,31,15,2444.13,3,4,4,344,High-Value Customers,15
13700,26,10,2248.63,3,4,4,344,High-Value Customers,10
13705,8,3,711.86,4,3,3,433,High-Value Customers,3
13717,32,6,1445.01,3,4,3,343,High-Value Customers,6
13719,15,5,1041.68,4,4,3,443,High-Value Customers,5
13725,50,8,1980.56,3,4,4,344,High-Value Customers,8
13726,39,2,1079.66,3,2,3,323,High-Value Customers,2
13728,37,6,1016.14,3,4,3,343,High-Value Customers,6
13735,25,4,2883.54,3,3,4,334,High-Value Customers,4
13736,5,2,729.8,4,2,3,423,High-Value Customers,2
13743,3,7,1341.6,4,4,3,443,High-Value Customers,7
13761,50,2,1070.65,3,2,3,323,High-Value Customers,2
13772,34,3,1122.63,3,3,3,333,High-Value Customers,3
13782,13,6,908.86,4,4,3,443,High-Value Customers,6
13804,31,7,2588.39,3,4,4,344,High-Value Customers,7
13810,29,2,827.51,3,2,3,323,High-Value Customers,2
13813,40,4,1168.8600000000001,3,3,3,333,High-Value Customers,4
13815,22,4,3667.36,3,3,4,334,High-Value Customers,4
13823,19,2,957.66,3,2,3,323,High-Value Customers,2
13824,33,5,1698.94,3,4,4,344,High-Value Customers,5
13835,25,4,834.57,3,3,3,333,High-Value Customers,4
13838,6,4,674.82,4,3,3,433,High-Value Customers,4
13846,25,3,865.06,3,3,3,333,High-Value Customers,3
13860,1,5,1245.9,4,4,3,443,High-Value Customers,5
13867,31,3,1005.09,3,3,3,333,High-Value Customers,3
13868,7,2,3192.54,4,2,4,424,High-Value Customers,2
13871,23,13,6403.25,3,4,4,344,High-Value Customers,13
13880,21,13,3219.77,3,4,4,344,High-Value Customers,13
13882,3,5,1191.13,4,4,3,443,High-Value Customers,5
13884,7,5,787.6,4,4,3,443,High-Value Customers,5
13895,28,4,2593.07,3,3,4,334,High-Value Customers,4
13918,50,2,1212.84,3,2,3,323,High-Value Customers,2
13940,17,4,839.14,4,3,3,433,High-Value Customers,4
13941,22,5,5112.96,3,4,4,344,High-Value Customers,5
13950,11,4,730.06,4,3,3,433,High-Value Customers,4
13956,5,5,1019.27,4,4,3,443,High-Value Customers,5
13971,19,8,2758.2599999999998,3,4,4,344,High-Value Customers,8
13975,31,6,2461.24,3,4,4,344,High-Value Customers,6
13982,39,4,1871.81,3,3,4,334,High-Value Customers,4
13983,30,12,2603.43,3,4,4,344,High-Value Customers,12
13984,27,5,920.51,3,4,3,343,High-Value Customers,5
13988,20,6,4147.96,3,4,4,344,High-Value Customers,6
13991,12,6,851.88,4,4,3,443,High-Value Customers,6
13993,43,9,3451.36,3,4,4,344,High-Value Customers,9
13995,15,5,1393.69,4,4,3,443,High-Value Customers,5
14001,46,3,2043.08,3,3,4,334,High-Value Customers,3
14004,43,7,4582.64,3,4,4,344,High-Value Customers,7
14019,47,3,1421.61,3,3,3,333,High-Value Customers,3
14035,29,5,1413.02,3,4,3,343,High-Value Customers,5
14040,41,12,3560.32,3,4,4,344,High-Value Customers,12
14047,9,5,1308.61,4,4,3,443,High-Value Customers,5
14049,17,4,5578.72,4,3,4,434,High-Value Customers,4
14050,32,2,746.36,3,2,3,323,High-Value Customers,2
14057,24,17,6211.66,3,4,4,344,High-Value Customers,17
14064,29,5,1334.34,3,4,3,343,High-Value Customers,5
14071,4,8,1422.75,4,4,3,443,High-Value Customers,8
14075,5,3,942.26,4,3,3,433,High-Value Customers,3
14083,4,9,1002.9,4,4,3,443,High-Value Customers,9
14102,5,5,1105.8799999999999,4,4,3,443,High-Value Customers,5
14111,14,4,677.85,4,3,3,433,High-Value Customers,4
14112,23,7,2915.15,3,4,4,344,High-Value Customers,7
14113,4,4,1840.42,4,3,4,434,High-Value Customers,4
14116,20,5,1382.74,3,4,3,343,High-Value Customers,5
14121,4,4,2780.15,4,3,4,434,High-Value Customers,4
14125,11,3,2720.63,4,3,4,434,High-Value Customers,3
14126,8,3,691.13,4,3,3,433,High-Value Customers,3
14129,2,5,1123.86,4,4,3,443,High-Value Customers,5
14138,2,2,965.88,4,2,3,423,High-Value Customers,2
14140,4,2,935.05,4,2,3,423,High-Value Customers,2
14141,3,4,915.13,4,3,3,433,High-Value Customers,4
14145,47,4,3742.2,3,3,4,334,High-Value Customers,4
14159,20,11,4627.98,3,4,4,344,High-Value Customers,11
14178,9,7,1580.26,4,4,3,443,High-Value Customers,7
14179,41,2,701.57,3,2,3,323,High-Value Customers,2
14188,31,6,2054.36,3,4,4,344,High-Value Customers,6
14198,18,4,701.4,4,3,3,433,High-Value Customers,4
14214,31,5,1004.38,3,4,3,343,High-Value Customers,5
14216,3,4,1824.3,4,3,4,434,High-Value Customers,4
14221,42,9,3432.8,3,4,4,344,High-Value Customers,9
14226,29,5,2214.79,3,4,4,344,High-Value Customers,5
14227,26,10,3350.96,3,4,4,344,High-Value Customers,10
14232,43,5,2048.07,3,4,4,344,High-Value Customers,5
14233,49,4,1462.72,3,3,3,333,High-Value Customers,4
14234,22,4,754.12,3,3,3,333,High-Value Customers,4
14239,43,11,2380.85,3,4,4,344,High-Value Customers,11
14240,30,2,890.34,3,2,3,323,High-Value Customers,2
14250,7,3,1904.05,4,3,4,434,High-Value Customers,3
14261,51,2,1163.45,3,2,3,323,High-Value Customers,2
14277,15,3,4152.0,4,3,4,434,High-Value Customers,3
14285,21,4,1910.01,3,3,4,334,High-Value Customers,4
14286,24,3,4628.75,3,3,4,334,High-Value Customers,3
14289,9,6,911.26,4,4,3,443,High-Value Customers,6
14293,3,4,1046.56,4,3,3,433,High-Value Customers,4
14297,18,4,1305.33,4,3,3,433,High-Value Customers,4
14306,51,2,2093.32,3,2,4,324,High-Value Customers,2
14312,47,6,1611.59,3,4,3,343,High-Value Customers,6
14315,45,6,2481.13,3,4,4,344,High-Value Customers,6
14321,11,5,1530.75,4,4,3,443,High-Value Customers,5
14332,23,3,840.21,3,3,3,333,High-Value Customers,3
14336,17,4,1614.91,4,3,3,433,High-Value Customers,4
14341,45,8,2166.98,3,4,4,344,High-Value Customers,8
14342,21,4,668.56,3,3,3,333,High-Value Customers,4
14359,19,3,912.18,3,3,3,333,High-Value Customers,3
14360,32,4,2118.03,3,3,4,334,High-Value Customers,4
14383,38,3,1247.69,3,3,3,333,High-Value Customers,3
14387,33,3,1727.6,3,3,4,334,High-Value Customers,3
14404,34,6,1449.32,3,4,3,343,High-Value Customers,6
14412,43,2,770.03,3,2,3,323,High-Value Customers,2
14418,4,3,1937.25,4,3,4,434,High-Value Customers,3
14419,11,6,1051.79,4,4,3,443,High-Value Customers,6
14426,24,10,4481.67,3,4,4,344,High-Value Customers,10
14428,7,5,1224.06,4,4,3,443,High-Value Customers,5
14434,22,6,1372.8,3,4,3,343,High-Value Customers,6
14441,1,4,1712.8899999999999,4,3,4,434,High-Value Customers,4
14446,1,4,1005.55,4,3,3,433,High-Value Customers,4
14447,19,5,1163.23,3,4,3,343,High-Value Customers,5
14449,19,4,885.8,3,3,3,333,High-Value Customers,4
14466,29,7,2272.4,3,4,4,344,High-Value Customers,7
14477,20,4,1309.6,3,3,3,333,High-Value Customers,4
14487,27,6,1165.48,3,4,3,343,High-Value Customers,6
14498,43,5,1957.32,3,4,4,344,High-Value Customers,5
14499,26,3,808.4399999999999,3,3,3,333,High-Value Customers,3
14502,20,11,2426.79,3,4,4,344,High-Value Customers,11
14504,47,4,673.26,3,3,3,333,High-Value Customers,4
14507,24,6,1367.88,3,4,3,343,High-Value Customers,6
14511,11,5,1314.81,4,4,3,443,High-Value Customers,5
14522,24,4,974.54,3,3,3,333,High-Value Customers,4
14524,32,9,1843.83,3,4,4,344,High-Value Customers,9
14525,20,9,4215.9,3,4,4,344,High-Value Customers,9
14530,26,6,2862.11,3,4,4,344,High-Value Customers,6
14533,25,7,1949.72,3,4,4,344,High-Value Customers,7
14540,10,3,952.66,4,3,3,433,High-Value Customers,3
14543,29,16,3560.08,3,4,4,344,High-Value Customers,16
14544,24,2,2004.3,3,2,4,324,High-Value Customers,2
14550,11,2,757.37,4,2,3,423,High-Value Customers,2
14553,19,5,859.27,3,4,3,343,High-Value Customers,5
14554,10,4,2279.49,4,3,4,434,High-Value Customers,4
14577,13,4,859.71,4,3,3,433,High-Value Customers,4
14583,6,5,986.96,4,4,3,443,High-Value Customers,5
14587,19,9,1580.29,3,4,3,343,High-Value Customers,9
14591,15,4,1320.21,4,3,3,433,High-Value Customers,4
14595,20,6,1740.6,3,4,4,344,High-Value Customers,6
14597,11,2,866.24,4,2,3,423,High-Value Customers,2
14608,4,4,1785.15,4,3,4,434,High-Value Customers,4
14623,32,5,882.02,3,4,3,343,High-Value Customers,5
14626,24,4,2791.27,3,3,4,334,High-Value Customers,4
14629,4,2,955.26,4,2,3,423,High-Value Customers,2
14631,51,3,1006.98,3,3,3,333,High-Value Customers,3
14640,24,6,2107.38,3,4,4,344,High-Value Customers,6
14649,5,4,1402.59,4,3,3,433,High-Value Customers,4
14655,8,4,1932.23,4,3,4,434,High-Value Customers,4
14657,18,4,848.22,4,3,3,433,High-Value Customers,4
14662,29,4,741.37,3,3,3,333,High-Value Customers,4
14676,31,6,2548.24,3,4,4,344,High-Value Customers,6
14680,25,16,28739.11,3,4,4,344,High-Value Customers,16
14684,26,5,1201.51,3,4,3,343,High-Value Customers,5
14691,31,5,2114.33,3,4,4,344,High-Value Customers,5
14698,2,5,1217.27,4,4,3,443,High-Value Customers,5
14700,32,3,2195.1,3,3,4,334,High-Value Customers,3
14704,20,7,1461.6200000000001,3,4,3,343,High-Value Customers,7
14708,3,3,1126.3700000000001,4,3,3,433,High-Value Customers,3
14712,29,3,917.0699999999999,3,3,3,333,High-Value Customers,3
14715,25,4,867.38,3,3,3,333,High-Value Customers,4
14719,2,5,1581.84,4,4,3,443,High-Value Customers,5
14720,6,3,663.81,4,3,3,433,High-Value Customers,3
14723,10,6,1120.66,4,4,3,443,High-Value Customers,6
14737,4,3,1164.55,4,3,3,433,High-Value Customers,3
14738,43,7,1314.45,3,4,3,343,High-Value Customers,7
14741,12,6,1400.34,4,4,3,443,High-Value Customers,6
14744,16,7,1084.98,4,4,3,443,High-Value Customers,7
14748,29,5,1415.75,3,4,3,343,High-Value Customers,5
14756,15,1,738.96,4,1,3,413,High-Value Customers,1
14759,5,3,1625.97,4,3,3,433,High-Value Customers,3
14776,51,11,2538.2999999999997,3,4,4,344,High-Value Customers,11
14788,7,2,679.44,4,2,3,423,High-Value Customers,2
14790,17,4,745.06,4,3,3,433,High-Value Customers,4
14794,3,7,1319.91,4,4,3,443,High-Value Customers,7
14800,48,12,4331.79,3,4,4,344,High-Value Customers,12
14808,40,8,2718.6,3,4,4,344,High-Value Customers,8
14810,41,11,2085.33,3,4,4,344,High-Value Customers,11
14815,37,2,778.5,3,2,3,323,High-Value Customers,2
14824,10,4,1127.71,4,3,3,433,High-Value Customers,4
14829,29,4,697.55,3,3,3,333,High-Value Customers,4
14842,44,4,2824.69,3,3,4,334,High-Value Customers,4
14849,22,25,7930.54,3,4,4,344,High-Value Customers,25
14856,36,3,1290.53,3,3,3,333,High-Value Customers,3
14859,13,4,1353.74,4,3,3,433,High-Value Customers,4
14862,26,2,841.2,3,2,3,323,High-Value Customers,2
14869,9,2,721.45,4,2,3,423,High-Value Customers,2
14878,13,9,1476.09,4,4,3,443,High-Value Customers,9
14883,19,6,761.59,3,4,3,343,High-Value Customers,6
14893,10,2,1237.85,4,2,3,423,High-Value Customers,2
14897,8,4,1366.38,4,3,3,433,High-Value Customers,4
14898,23,6,1269.31,3,4,3,343,High-Value Customers,6
14901,11,9,1421.29,4,4,3,443,High-Value Customers,9
14903,21,5,2795.33,3,4,4,344,High-Value Customers,5
14904,2,2,1025.44,4,2,3,423,High-Value Customers,2
14912,17,2,867.85,4,2,3,423,High-Value Customers,2
14913,36,4,1227.43,3,3,3,333,High-Value Customers,4
14921,30,2,1316.07,3,2,3,323,High-Value Customers,2
14923,51,1,749.1,3,1,3,313,High-Value Customers,1
14931,5,4,864.6800000000001,4,3,3,433,High-Value Customers,4
14936,34,8,8137.02,3,4,4,344,High-Value Customers,8
14944,30,12,5900.25,3,4,4,344,High-Value Customers,12
14948,23,6,1101.97,3,4,3,343,High-Value Customers,6
14963,10,5,1472.34,4,4,3,443,High-Value Customers,5
14971,35,3,1097.98,3,3,3,333,High-Value Customers,3
15009,12,3,1259.43,4,3,3,433,High-Value Customers,3
15022,12,4,852.39,4,3,3,433,High-Value Customers,4
15027,31,4,1066.1499999999999,3,3,3,333,High-Value Customers,4
15044,19,17,7634.7300000000005,3,4,4,344,High-Value Customers,17
15050,25,3,1737.69,3,3,4,334,High-Value Customers,3
15051,23,3,1383.36,3,3,3,333,High-Value Customers,3
15053,5,3,693.95,4,3,3,433,High-Value Customers,3
15058,25,11,2102.54,3,4,4,344,High-Value Customers,11
15059,41,9,1337.72,3,4,3,343,High-Value Customers,9
15065,38,4,3158.13,3,3,4,334,High-Value Customers,4
15073,10,3,1043.41,4,3,3,433,High-Value Customers,3
15088,21,2,1160.07,3,2,3,323,High-Value Customers,2
15103,31,2,703.36,3,2,3,323,High-Value Customers,2
15106,18,5,1422.52,4,4,3,443,High-Value Customers,5
15110,24,4,996.1,3,3,3,333,High-Value Customers,4
15111,29,3,1567.48,3,3,3,333,High-Value Customers,3
15113,10,3,3509.04,4,3,4,434,High-Value Customers,3
15114,30,10,2760.56,3,4,4,344,High-Value Customers,10
15116,18,4,1352.75,4,3,3,433,High-Value Customers,4
15117,15,5,1551.78,4,4,3,443,High-Value Customers,5
15123,7,2,2199.31,4,2,4,424,High-Value Customers,2
15125,25,15,11528.48,3,4,4,344,High-Value Customers,15
15129,50,11,3447.4,3,4,4,344,High-Value Customers,11
15132,18,5,977.9300000000001,4,4,3,443,High-Value Customers,5
